;headline;total_words;total_polarity;emotions_index;sentiment_index;zorn_count;erwartung_count;ekel_count;furcht_count;freude_count;trauer_count;überraschung_count;vertrauen_count;zorn_words;erwartung_words;ekel_words;furcht_words;freude_words;trauer_words;überraschung_words;vertrauen_words;polarity_scores
0;['\nCorona in Norditalien: Allen geht die Luft aus\n'];1607;-0.0422;0.1804604853764779;0.08406647116324535;17;38;14;54;27;54;23;63;['elf', 'kreuz', 'schwierigkeit', 'trotz', 'angst', 'gegen', 'verstoß', 'sterben', 'sterben', 'instinktiv', 'tödlich', 'murmeln', 'behandeln', 'kranke', 'qual', 'aufregung', 'beerdigung'];['sehen', 'endlich', 'kommen', 'kommen', 'voraus', 'mutter', 'jung', 'freiwillig', 'tauchen', 'sofort', 'angst', 'leben', 'sofort', 'mutter', 'kommen', 'weiß', 'ängstlich', 'hoch', 'hoch', 'leben', 'jung', 'leben', 'kind', 'nervös', 'gut', 'versuch', 'prellung', 'glauben', 'gut', 'kommen', 'ansteckung', 'hektisch', 'ewigkeit', 'hoch', 'behandeln', 'aufregung', 'kommen', 'gefährlich'];['elf', 'endlich', 'trotz', 'sterben', 'sterben', 'verschlechtern', 'instinktiv', 'ansteckung', 'tödlich', 'hektisch', 'husten', 'behandeln', 'kranke', 'übel'];['elf', 'notfall', 'panik', 'krankenwagen', 'sirene', 'krankenhaus', 'voraus', 'krankenwagen', 'kreuz', 'freiwillig', 'krankenhaus', 'fall', 'krankenhaus', 'tauchen', 'fall', 'fieber', 'schaden', 'schwierigkeit', 'schmerz', 'trotz', 'angst', 'krankenhaus', 'krankenhaus', 'krankenhaus', 'ängstlich', 'verstoß', 'sterben', 'sterben', 'hoch', 'hoch', 'krankenhaus', 'nervös', 'krankenhaus', 'verschlechtern', 'instinktiv', 'bahre', 'krankenhaus', 'ansteckung', 'tödlich', 'fangen', 'hektisch', 'hoch', 'fieber', 'fieber', 'behandeln', 'kranke', 'qual', 'krankenwagen', 'sirene', 'entscheiden', 'krankenhaus', 'krankenhaus', 'gefährlich', 'beerdigung'];['sehen', 'endlich', 'frei', 'voraus', 'mutter', 'jung', 'freiwillig', 'tauchen', 'nähe', 'leben', 'mutter', 'weiß', 'hoch', 'hoch', 'leben', 'jung', 'leben', 'kind', 'gut', 'glauben', 'gut', 'hoch', 'behandeln', 'ruhe', 'aufregung', 'tochter', 'tochter'];['fast', 'nichts', 'notfall', 'abschied', 'tragen', 'krankenhaus', 'einlieferung', 'kreuz', 'mutter', 'alt', 'wissen', 'krankenhaus', 'fall', 'krankenhaus', 'spät', 'fall', 'alt', 'schaden', 'schwierigkeit', 'schmerz', 'angst', 'mutter', 'krankenhaus', 'krankenhaus', 'krankenhaus', 'ängstlich', 'verstoß', 'alt', 'sterben', 'sterben', 'alt', 'alt', 'krankenhaus', 'alt', 'krankenhaus', 'verschlechtern', 'spät', 'fast', 'bahre', 'krankenhaus', 'tödlich', 'nichts', 'wissen', 'fangen', 'nichts', 'behandeln', 'kranke', 'qual', 'aufregung', 'krankenhaus', 'krankenhaus', 'gefährlich', 'übel', 'beerdigung'];['endlich', 'notfall', 'mund', 'voraus', 'jung', 'tauchen', 'sofort', 'vielleicht', 'angst', 'sofort', 'vielleicht', 'ängstlich', 'verstoß', 'hoch', 'hoch', 'jung', 'chance', 'gut', 'gut', 'hektisch', 'hoch', 'behandeln', 'aufregung'];['sehen', 'endlich', 'arzt', 'tragen', 'krankenwagen', 'krankenhaus', 'frei', 'krankenwagen', 'mutter', 'freiwillig', 'helfer', 'alt', 'krankenhaus', 'krankenhaus', 'tauchen', 'aufnahme', 'alt', 'nähe', 'leben', 'helfen', 'mutter', 'krankenhaus', 'krankenhaus', 'arzt', 'rein', 'krankenhaus', 'weiß', 'sehr', 'alt', 'grund', 'ähnlich', 'sehr', 'leben', 'alt', 'leben', 'alt', 'völlig', 'vater', 'krankenhaus', 'gut', 'vater', 'alt', 'krankenhaus', 'glauben', 'gut', 'wollen', 'helfer', 'vater', 'krankenhaus', 'wort', 'vater', 'ewigkeit', 'helfen', 'betonen', 'behandeln', 'krankenwagen', 'ruhe', 'fest', 'krankenhaus', 'vater', 'krankenhaus', 'erklären', 'wollen'];[('Froh', 0.1364), ('alt', -0.0048), ('schlimm', -0.1705), ('Isolation', -0.3453), ('Panik', -0.3429), ('schalten', -0.3143), ('neu', 0.004), ('Entlassungen', -0.0048), ('frei', 0.004), ('erhalten', 0.004), ('Ende', -0.2088), ('Glück', 0.2452), ('freiwillig', 0.004), ('nützlich', 0.2302), ('moralisch', 0.004), ('Alten', -0.0048), ('alt', -0.0048), ('stark', 0.004), ('hart', -0.1483), ('groß', 0.3694), ('Verboten', -0.3657), ('senken', -0.0596), ('alt', -0.0048), ('Hinfällig', -0.3336), ('Sorgen', -0.3618), ('retten', 0.004), ('Schaden', -0.5299), ('Nähe', 0.0911), ('Schwierigkeit', -0.0483), ('Schmerz', -0.0048), ('Schwer', -0.0048), ('klar', 0.004), ('Angst', -0.514), ('Unterstützung', 0.004), ('helfen', 0.373), ('kapitulieren', -0.0048), ('Schnell', 0.1169), ('nächster', 0.2267), ('rein', 0.004), ('ängstlich', -0.4735), ('nächster', 0.2267), ('Krise', -0.3621), ('Verstoß', -0.0048), ('tot', -0.1683), ('alt', -0.0048), ('hoch', 0.004), ('hoch', 0.004), ('besonders', 0.5391), ('alt', -0.0048), ('nah', 0.2267), ('alt', -0.0048), ('kümmern', 0.2016), ('Isolation', -0.3453), ('Schwierig', -0.0245), ('alt', -0.0048), ('Ende', -0.2088), ('Unterstützung', 0.004), ('nervös', -0.0042), ('gut', 0.3716), ('alt', -0.0048), ('verschlechtern', -0.0048), ('Träne', -0.0562), ('auflösen', -0.0412), ('gut', 0.3716), ('fertig', 0.3757), ('tödlich', -0.3487), ('richtig', 0.004), ('Unordnung', -0.3391), ('hektisch', -0.0396), ('Notfällen', -0.0468), ('alt', -0.0048), ('hoch', 0.004), ('helfen', 0.373), ('ausschalten', -0.0048), ('Ruhe', 0.5017), ('Aufregung', -0.0386), ('Panik', -0.3429), ('Schwierig', -0.0245), ('Erklärt', 0.004), ('gefährlich', -0.6366), ('dramatisch', -0.3656), ('mögen', 0.345), ('tot', -0.1683), ('schlimmer', -0.6494), ('Ausgesetzt', -0.3413), ('tot', -0.1683)]
1;['\n+++ Corona News vom 18. April +++: Mehr als 20.000 Tote in Spanien\n'];1536;-0.0562;0.162109375;0.09437559580552908;13;40;8;45;32;33;12;66;['soldat', 'spitze', 'ausbruch', 'beschränkung', 'verklagen', 'laut', 'beschränkung', 'elf', 'sterben', 'nachfrage', 'sterben', 'rezession', 'epidemie'];['zahl', 'leben', 'erwarten', 'steigend', 'zahl', 'leben', 'gut', 'gut', 'hoch', 'dringend', 'zahl', 'zahl', 'zahl', 'zahl', 'hoch', 'zahl', 'hoch', 'installieren', 'erhöhen', 'schließung', 'universität', 'wissenschaftler', 'anfang', 'zahl', 'leben', 'zahl', 'zahl', 'täglich', 'zahl', 'folge', 'zahl', 'oben', 'medizinisch', 'prognose', 'acht', 'post', 'schrittweise', 'leben', 'epidemie', 'leben'];['leiche', 'dringend', 'elf', 'sterben', 'sterben', 'rezession', 'epidemie', 'fleisch'];['schwer', 'todesopfer', 'notfall', 'krankenhaus', 'infektion', 'krankenhaus', 'krankenhaus', 'leiche', 'spitze', 'knapp', 'krankenhaus', 'schwer', 'hoch', 'dringend', 'verdacht', 'schlaganfall', 'infektion', 'hoch', 'ausbruch', 'hoch', 'infektion', 'erhöhen', 'fieber', 'beschränkung', 'regel', 'einschränken', 'fall', 'knapp', 'regierung', 'beschränkung', 'knapp', 'infektion', 'elf', 'sterben', 'sterben', 'regierung', 'medizinisch', 'prognose', 'regierung', 'acht', 'schrumpfen', 'schwer', 'rezession', 'problem', 'epidemie'];['zahl', 'mark', 'leben', 'steigend', 'frei', 'zahl', 'frei', 'leben', 'gut', 'gut', 'hoch', 'zahl', 'zahl', 'zahl', 'zahl', 'hoch', 'ausbruch', 'zahl', 'hoch', 'erhöhen', 'schließung', 'zahl', 'leben', 'zahl', 'zahl', 'zahl', 'lebensmittel', 'zahl', 'kraft', 'frei', 'leben', 'leben'];['schwer', 'todesopfer', 'tragen', 'notfall', 'krankenhaus', 'krankenhaus', 'krankenhaus', 'leiche', 'soldat', 'spitze', 'knapp', 'krankenhaus', 'schwer', 'schlaganfall', 'ausbruch', 'schließung', 'fast', 'niedrig', 'beschränkung', 'niedrig', 'fall', 'fast', 'knapp', 'verklagen', 'beschränkung', 'knapp', 'sterben', 'sterben', 'schrumpfen', 'schwer', 'rezession', 'problem', 'epidemie'];['notfall', 'leiche', 'schnell', 'schnell', 'gut', 'gut', 'hoch', 'dringend', 'hoch', 'ausbruch', 'hoch', 'epidemie'];['zahl', 'mark', 'leben', 'tragen', 'behörde', 'krankenhaus', 'krankenhaus', 'bestätigen', 'krankenhaus', 'frei', 'zahl', 'gouverneur', 'präsident', 'wollen', 'umgang', 'spitze', 'frei', 'leben', 'krankenhaus', 'gut', 'erklären', 'gut', 'zahl', 'zahl', 'zahl', 'zahl', 'behörde', 'zahl', 'mitarbeiter', 'erhöhen', 'mitarbeiter', 'bestätigen', 'sicherheit', 'mitarbeiter', 'wissenschaftler', 'wichtig', 'grund', 'zahl', 'leben', 'wirtschaft', 'regel', 'zahl', 'zahl', 'bestätigen', 'zahl', 'wirtschaft', 'wollen', 'wollen', 'mitarbeiter', 'lebensmittel', 'mitarbeiter', 'zahl', 'oben', 'medizinisch', 'wichtig', 'prognose', 'wirtschaft', 'lehre', 'kraft', 'frei', 'wirtschaft', 'wollen', 'leben', 'leben', 'wollen', 'präsident'];[('schwer', -0.0048), ('klettern', 0.457), ('kontinuierlich', 0.004), ('nächster', 0.2267), ('stark', 0.004), ('Rückgang', -0.2096), ('steigend', 0.004), ('Infektion', -0.2059), ('bestätigen', 0.0854), ('Todesfall', -0.0048), ('groß', 0.3694), ('frei', 0.004), ('groß', 0.3694), ('groß', 0.3694), ('Schutzmaßnahme', 0.004), ('übertrieben', -0.3203), ('schnell', 0.1169), ('richtig', 0.004), ('entlassen', -0.0048), ('Unterstützung', 0.004), ('Pflege', 0.004), ('frei', 0.004), ('Krise', -0.3621), ('aktuell', 0.004), ('genesen', 0.004), ('schnell', 0.1169), ('möglich', 0.004), ('schwer', -0.0048), ('gut', 0.3716), ('gut', 0.3716), ('hoch', 0.004), ('Befürchtet', -0.3602), ('wichtig', 0.3822), ('Hilfe', 0.004), ('Verdacht', -0.8074), ('Todesfall', -0.0048), ('steigen', 0.004), ('genesen', 0.004), ('Todesfall', -0.0048), ('Infektion', -0.2059), ('Infektionen', -0.2059), ('Todesfall', -0.0048), ('hoch', 0.004), ('Anstieg', 0.004), ('Ausbruch', -0.0048), ('neu', 0.004), ('hoch', 0.004), ('Infektion', -0.2059), ('erhöhen', 0.004), ('bestätigen', 0.0854), ('Gesundheit', 0.004), ('Sicherheit', 0.004), ('Einhaltung', 0.004), ('tot', -0.1683), ('befürchtet', -0.3602), ('tot', -0.1683), ('wichtig', 0.3822), ('niedrig', -0.3623), ('Einhaltung', 0.004), ('Beschränkung', -0.3518), ('niedrig', -0.3623), ('Todesfall', -0.0048), ('einschränken', -0.3327), ('bestätigen', 0.0854), ('stark', 0.004), ('neu', 0.004), ('rechtswidrig', -0.3406), ('Kläger', -0.3673), ('Einschränkung', -0.2048), ('kündigen', -0.4947), ('Beschränkung', -0.3518), ('Infektion', -0.2059), ('gestiegen', 0.004), ('Ziel', 0.004), ('neu', 0.004), ('Erreicht', 0.004), ('neu', 0.004), ('neu', 0.004), ('Unterstützung', 0.004), ('Krise', -0.3621), ('Hilfe', 0.004), ('wichtig', 0.3822), ('schrumpfen', -0.0048), ('schwer', -0.0048), ('Rezession', -0.3454), ('Stürzen', -0.6316), ('neu', 0.004), ('übertrieben', -0.3203), ('Krise', -0.3621), ('Problem', -0.3865), ('Kraft', 0.004), ('neu', 0.004), ('frei', 0.004), ('Hilfe', 0.004), ('Möglich', 0.004), ('Beschränkungen', -0.3518), ('Epidemie', -0.0048), ('kündigen', -0.4947), ('groß', 0.3694)]
2;['\nKritik an Corona-Studie zurückgewiesen: „Sichtlich unüberlegte Schlüsse“\n'];1143;-0.1056;0.14785651793525809;0.07633587786259542;13;29;5;21;19;18;14;50;['kritik', 'sterben', 'spannung', 'politik', 'gegen', 'einwand', 'gegen', 'auseinandersetzung', 'reagieren', 'gegen', 'jenseits', 'kritik', 'empfindlich'];['vorläufig', 'gut', 'arbeit', 'hoch', 'universität', 'hoch', 'spannung', 'ostern', 'wissenschaftler', 'öffentlichkeit', 'vereinfachen', 'gefahr', 'erheben', 'sehen', 'ergebnis', 'gefahr', 'hoch', 'hoch', 'wissenschaftler', 'bedeutung', 'zahl', 'erwarten', 'ergebnis', 'berechnung', 'wissenschaftler', 'zeit', 'erfolg', 'abschluss', 'wissenschaftler'];['standard', 'sterben', 'ausschluss', 'streng', 'kongreß'];['regel', 'standard', 'untersuchung', 'hoch', 'sterben', 'hoch', 'spannung', 'zweifel', 'fehlen', 'gefahr', 'ausschluss', 'gefahr', 'hoch', 'hoch', 'streng', 'auffassung', 'reagieren', 'untersuchung', 'abhängigkeit', 'jenseits', 'abschluss'];['gut', 'arbeit', 'erfüllen', 'erreichen', 'hoch', 'hoch', 'ostern', 'loben', 'vereinfachen', 'erheben', 'sehen', 'ergebnis', 'hoch', 'hoch', 'zahl', 'ergebnis', 'besonderer', 'erfolg', 'abschluss'];['kritik', 'standard', 'sterben', 'zweifel', 'nichts', 'bedauern', 'fehlen', 'ausschluss', 'fast', 'wissen', 'nichts', 'streng', 'niedrig', 'arbeiten', 'abhängigkeit', 'jenseits', 'kritik', 'empfindlich'];['gut', 'arbeit', 'untersuchung', 'hoch', 'hoch', 'spannung', 'vereinfachen', 'vielleicht', 'ergebnis', 'hoch', 'hoch', 'untersuchung', 'ergebnis', 'abschluss'];['direktor', 'institut', 'gemeinde', 'regel', 'gut', 'wissenschaftlich', 'arbeit', 'allgemein', 'erklären', 'direktor', 'institut', 'gemeinde', 'sehr', 'allgemein', 'gemeinde', 'loben', 'politik', 'bekennen', 'zweifel', 'grund', 'genau', 'wissenschaftler', 'einfach', 'einfach', 'vereinfachen', 'center', 'erheben', 'sehen', 'statistisch', 'allgemein', 'wissenschaftler', 'messen', 'messen', 'statistisch', 'betonen', 'zahl', 'rahmen', 'sehr', 'ähnlich', 'erklären', 'statistisch', 'wissenschaftler', 'wissenschaftlich', 'allgemein', 'kongreß', 'dienen', 'kommunikation', 'abschluss', 'grund', 'wissenschaftler'];[('Kritik', -0.5308), ('gut', 0.3716), ('erfüllen', 0.004), ('beteiligen', 0.004), ('erreichen', 0.004), ('hoch', 0.004), ('hoch', 0.004), ('Anspruch', 0.004), ('unterstützen', 0.004), ('loben', 0.4445), ('verantwortungsvoll', 0.004), ('Zweifel', -0.0048), ('Klar', 0.004), ('genau', 0.004), ('Belastbarkeit', 0.004), ('vereinfachen', 0.004), ('verlässlich', 0.0854), ('neu', 0.004), ('fehlen', -0.5365), ('bestehen', 0.004), ('Gefahr', -1.0), ('falsch', -0.7618), ('positiv', 0.004), ('Problem', -0.3865), ('stark', 0.004), ('bestehen', 0.004), ('Gefahr', -1.0), ('Verzerrung', -0.0048), ('hoch', 0.004), ('hoch', 0.004), ('richtig', 0.004), ('Auseinandersetzung', -0.0603), ('Bedeutung', 0.004), ('streng', -0.3571), ('falsch', -0.7618), ('positiv', 0.004), ('fragwürdig', -0.4858), ('niedrig', -0.3623), ('Kritik', -0.5308), ('stützen', 0.004), ('korrekt', 0.004), ('empfohlen', 0.004), ('möglich', 0.004), ('Abhängigkeit', -0.3653), ('vollständig', 0.004), ('Klar', 0.004), ('Geschuldet', -0.0048), ('Unüblich', -0.3328), ('anerkennen', 0.004), ('Kommunikation', 0.004), ('Erfolg', 0.3446), ('Abschluss', 0.004), ('Aufregung', -0.0386), ('Kritik', -0.5308), ('Schade', -0.0048), ('uninformiert', -0.0048), ('möchten', 0.345), ('Beteiligt', 0.004), ('unabhängig', 0.004), ('Interesse', 0.004)]
3;['\nMaßnahmen gegen Coronavirus: Zügige Forschung gefordert\n'];810;-0.0033;0.13209876543209875;0.08540925266903915;8;19;3;19;11;11;12;24;['kampf', 'gegen', 'unerwünscht', 'reagieren', 'bewertung', 'epidemie', 'widersprechen', 'beschränken'];['anfrage', 'bildung', 'epidemie', 'gut', 'erfolg', 'sehen', 'diagnose', 'hoch', 'organisation', 'warnen', 'warten', 'hoch', 'gut', 'zeit', 'universität', 'wünschenswert', 'unmittelbar', 'dringend', 'kommen'];['unerwünscht', 'epidemie', 'dringend'];['kampf', 'unerwünscht', 'reagieren', 'bewertung', 'untersuchung', 'disziplin', 'epidemie', 'regierung', 'untersuchung', 'regierung', 'diagnose', 'regierung', 'hoch', 'warnen', 'hoch', 'unmittelbar', 'dringend', 'beschränken', 'pandemie'];['gut', 'erfolg', 'sehen', 'finden', 'mehrheit', 'hoch', 'organisation', 'hoch', 'gut', 'sicher', 'versprechen'];['kampf', 'unerwünscht', 'intervention', 'bewertung', 'spät', 'epidemie', 'wissen', 'kaum', 'wissen', 'beschränken', 'pandemie'];['bewertung', 'untersuchung', 'epidemie', 'gut', 'untersuchung', 'schnell', 'hoch', 'organisation', 'warnen', 'hoch', 'gut', 'dringend'];['wissenschaftlich', 'erklären', 'wissenschaftlich', 'wissenschaftlich', 'bewertung', 'wichtig', 'sprecher', 'gut', 'tief', 'sehen', 'wissenschaftlich', 'erklären', 'genau', 'finden', 'arzt', 'diagnose', 'mehrheit', 'organisation', 'warnen', 'gut', 'sicher', 'versprechen', 'institut', 'sprecher'];[('drastisch', -0.351), ('Kampf', -0.5372), ('unerwünscht', -0.3413), ('Intervention', -0.1975), ('beauftragen', 0.004), ('Fragwürdig', -0.4858), ('Bekannt', 0.004), ('Bildung', 0.004), ('Erfolgen', 0.3446), ('wichtig', 0.3822), ('Einschränkung', -0.2048), ('Epidemie', -0.0048), ('gut', 0.3716), ('vorbereitet', 0.1036), ('gründlich', 0.004), ('unabhängig', 0.004), ('groß', 0.3694), ('Bedeutung', 0.004), ('Erfolg', 0.3446), ('unabhängig', 0.004), ('unabhängig', 0.004), ('Bund', 0.004), ('unzureichend', -0.5233), ('gründlich', 0.004), ('Interesse', 0.004), ('schnell', 0.1169), ('genau', 0.004), ('drängen', -0.3516), ('erzielen', 0.004), ('neu', 0.004), ('effektiv', 0.0971), ('Interventionen', -0.1975), ('widersprechen', -0.354), ('hoch', 0.004), ('Interesse', 0.004), ('hoch', 0.004), ('gut', 0.3716), ('geeignet', 0.0974), ('sicher', 0.3733), ('wünschenswert', 0.004), ('Wissen', 0.004), ('groß', 0.3694), ('Krise', -0.3621), ('beschränken', -0.0048), ('Wünschenswert', 0.004), ('schnell', 0.1169), ('optimal', 0.2162), ('möglich', 0.004)]
4;['\nUnbekannte Vogelkrankheit: Blaumeisen mit Atemnot\n'];291;-0.0936;0.27835051546391754;0.0821256038647343;11;9;11;18;4;15;3;10;['reagieren', 'tier', 'sterben', 'kranke', 'passen', 'krankheit', 'kranke', 'krankheit', 'epidemie', 'tier', 'kranke'];['beunruhigen', 'ostern', 'zahl', 'kurz', 'zeit', 'epidemie', 'zahl', 'sofort', 'ansteckung'];['boden', 'fliehen', 'sterben', 'kranke', 'ansteckend', 'krankheit', 'kranke', 'krankheit', 'epidemie', 'kranke', 'ansteckung'];['beunruhigen', 'fall', 'reagieren', 'tier', 'fliehen', 'sterben', 'kranke', 'ansteckend', 'krankheit', 'kranke', 'fall', 'lungenentzündung', 'krankheit', 'epidemie', 'tier', 'kranke', 'fall', 'ansteckung'];['ostern', 'zahl', 'zahl', 'finden'];['beunruhigen', 'fall', 'tier', 'sterben', 'kranke', 'ansteckend', 'krankheit', 'kranke', 'fall', 'krankheit', 'epidemie', 'tier', 'bitten', 'kranke', 'fall'];['epidemie', 'schnell', 'sofort'];['boden', 'sehr', 'zahl', 'verifizieren', 'offen', 'grund', 'erklären', 'bestätigen', 'zahl', 'finden'];[('beunruhigen', -0.3221), ('Schnell', 0.1169), ('klein', -0.2715), ('Krankheit', -0.6858), ('Krankheit', -0.6858), ('kurz', -0.0048), ('Hoch', 0.004), ('groß', 0.3694), ('Sorge', -0.3618), ('neu', 0.004), ('Krankheit', -0.6858), ('groß', 0.3694), ('bestätigen', 0.0854), ('Epidemie', -0.0048), ('Beschränkt', -0.0048), ('schnell', 0.1169), ('groß', 0.3694)]
5;['\nFußball-EM der Frauen: Solidarität? Denkste!\n'];505;0.0423;0.13663366336633664;0.09090909090909091;7;13;6;6;7;7;8;15;['ernüchterung', 'satz', 'epidemie', 'laut', 'opfer', 'zwingen', 'verlieren'];['satz', 'zeit', 'epidemie', 'fußball', 'gedanke', 'fußball', 'gut', 'fußball', 'leben', 'gut', 'wettbewerb', 'feieren', 'trainieren'];['ernüchterung', 'satz', 'epidemie', 'opfer', 'zwingen', 'verlieren'];['knapp', 'satz', 'epidemie', 'opfer', 'zwingen', 'verlieren'];['fußball', 'fußball', 'gut', 'fußball', 'leben', 'gut', 'feieren'];['knapp', 'ernüchterung', 'satz', 'epidemie', 'alt', 'opfer', 'verlieren'];['einzigartig', 'plötzlich', 'epidemie', 'gut', 'chance', 'gut', 'vielleicht', 'verlieren'];['vorrang', 'offenbaren', 'satz', 'wollen', 'sicherheit', 'wort', 'tat', 'gut', 'alt', 'titel', 'leben', 'füllen', 'gemeinsam', 'gut', 'erklären'];[('nächster', 0.2267), ('Ernüchterung', -0.0048), ('einzigartig', 0.3078), ('klein', -0.2715), ('Ende', -0.2088), ('Epidemie', -0.0048), ('Sicherheit', 0.004), ('neu', 0.004), ('solidarisch', 0.004), ('grundsätzlich', 0.004), ('gut', 0.3716), ('groß', 0.3694), ('groß', 0.3694), ('alt', -0.0048), ('Wohlergehen', 0.004), ('füllen', 0.004), ('gemeinsam', 0.004), ('Einnahmen', 0.004), ('gut', 0.3716), ('Förderung', 0.0829), ('solidarisch', 0.004), ('Sinn', 0.004), ('feieren', 0.494), ('solidarisch', 0.004), ('funktionieren', 0.004), ('gut', 0.3716), ('Fähigkeit', 0.0892), ('Krise', -0.3621), ('zwingen', -0.4975), ('verlieren', -0.393), ('Kraft', 0.004), ('befremdlich', -0.0048)]
6;['\nProtest gegen neues Polizeigesetz: Online-Demo verpufft\n'];279;-0.0877;0.0931899641577061;0.06310679611650485;3;3;2;3;3;1;1;10;['gegen', 'gegen', 'strittig'];['zeit', 'gut', 'anruf'];['gering', 'strittig'];['schwer', 'verfahren', 'strittig'];['gut', 'mark', 'versprechen'];['schwer'];['gut'];['gut', 'sehr', 'anruf', 'sprecher', 'sprecher', 'mark', 'sprecher', 'beratung', 'kabinett', 'versprechen'];[('gut', 0.3716), ('umfangreich', 0.004), ('Andrang', 0.004), ('möglich', 0.004), ('konkret', 0.004), ('Bündnis', 0.004), ('Erhalten', 0.004), ('gering', -0.6621), ('schwer', -0.0048), ('kritisch', -0.203), ('strittig', -0.3249), ('fatal', -0.345), ('neu', 0.004)]
7;['\nCorona-Polizei in Berlin: Vorsätzlich herumlungern verboten\n'];741;0.0086;0.1524966261808367;0.08678500986193294;8;18;6;16;11;13;5;36;['nachfrage', 'verstoß', 'kritik', 'vorwurf', 'beschwerde', 'verstoß', 'obdachlos', 'obdachlos'];['bewegung', 'erholung', 'kurz', 'lang', 'verweilen', 'hinweis', 'kurz', 'pause', 'gut', 'kurz', 'friedlich', 'freundlich', 'weiß', 'wettbewerb', 'beschwerde', 'arbeit', 'obdachlos', 'obdachlos'];['scharf', 'vorwurf', 'beschwerde', 'streng', 'obdachlos', 'obdachlos'];['verstoß', 'überfordern', 'polizei', 'polizei', 'fall', 'polizist', 'polizist', 'polizei', 'schwarz', 'polizist', 'verstoß', 'linie', 'streng', 'fall', 'obdachlos', 'obdachlos'];['bier', 'frei', 'erholung', 'frei', 'mehrheit', 'gut', 'friedlich', 'freundlich', 'weiß', 'lösen', 'arbeit'];['verstoß', 'bitten', 'überfordern', 'fall', 'schwarz', 'kritik', 'vorwurf', 'beschwerde', 'verstoß', 'streng', 'fall', 'obdachlos', 'obdachlos'];['verstoß', 'gut', 'friedlich', 'verstoß', 'arbeit'];['frei', 'bank', 'senat', 'verordnung', 'betonen', 'führen', 'zulässig', 'überprüfung', 'frei', 'mehrheit', 'vernünftig', 'spielraum', 'behörde', 'polizei', 'verordnung', 'polizei', 'bank', 'gut', 'polizist', 'polizist', 'sehr', 'friedlich', 'polizei', 'sehr', 'freundlich', 'weiß', 'ähnlich', 'allgemein', 'allgemein', 'senat', 'polizist', 'erklären', 'wollen', 'senat', 'arbeit', 'unterkunft'];[('Verboten', -0.0048), ('Freund', 0.0116), ('erlauben', 0.004), ('frei', 0.004), ('Erholung', 0.0865), ('kurz', -0.0048), ('bekräftigen', 0.004), ('führen', 0.004), ('zulässig', 0.004), ('aktiv', 0.0911), ('Verstoß', -0.0048), ('frei', 0.004), ('absolut', 0.2418), ('vernünftig', 0.3436), ('Einkauf', 0.004), ('Einhaltung', 0.004), ('kurz', -0.0048), ('Macht', 0.004), ('konkret', 0.004), ('gut', 0.3716), ('Erfahrung', 0.004), ('kurz', -0.0048), ('erlauben', 0.004), ('friedlich', 0.0924), ('freundlich', 0.6022), ('geschlossen', -0.211), ('Kritik', -0.5308), ('Skeptisch', -0.1985), ('lösen', 0.004), ('Froh', 0.1364), ('scharf', 0.2248), ('Lösung', 0.004), ('Vorwurf', -0.5095), ('empathisch', 0.004), ('Beschwerde', -0.0048), ('Bekannt', 0.004), ('Verstoß', -0.0048), ('Gesundheit', 0.004), ('Erhalten', 0.004), ('fraglich', -0.0576), ('ausgegrenzt', -0.0048), ('streng', -0.3571), ('richtig', 0.004), ('Lösung', 0.004)]
